Summeringsnivå 1;Summeringsnivå 2;Summeringsnivå 3;Arbetsplatskod;Arbetsplatsens namn
SkaS;M2   Medicin, Sömn, Akuten L;Medicin;141416226;Medicin Mariestad
SkaS;M2   Medicin, Sömn, Akuten L;Medicin;1416221;Medicin Falköping
SkaS;M2   Medicin, Sömn, Akuten L;Medicin;141622158991;SKaS, Internmedicin SiF Omr MP
SkaS;M2   Medicin, Sömn, Akuten L;Medicin;141622158992;SKaS, Medicin SiL
SkaS;M2   Medicin, Sömn, Akuten L;Medicin;1416222;Medicin Lidköping
SkaS;M2   Medicin, Sömn, Akuten L;Medicin;1416225;Sömn
SkaS;M2   Medicin, Sömn, Akuten L;Närsjukvård;1416223;Närsjukvård
SkaS;M2   Medicin, Sömn, Akuten L;Närsjukvård;141623308992;SkaS, Närsjukvårdsteam Lidköping
SkaS;M2   Medicin, Sömn, Akuten L;Äldrepsykiatri;1416224;Äldrepsykiatri
SkaS;M3   Hud, Inf, Njur,Kardiologi;Hud;141622188990;SKaS, Hud KSS Omr MP
SkaS;M3   Hud, Inf, Njur,Kardiologi;Hud;1416233;Hud
SkaS;M3   Hud, Inf, Njur,Kardiologi;Infektion;141622178990;SKaS, Infektion KSS Omr MP
SkaS;M3   Hud, Inf, Njur,Kardiologi;Infektion;1416231;Infektion
SkaS;M3   Hud, Inf, Njur,Kardiologi;Kardiologi;141622168990;SKaS, Kardiologi KSS Omr MP
SkaS;M3   Hud, Inf, Njur,Kardiologi;Kardiologi;1416234;Kardiologi
SkaS;M3   Hud, Inf, Njur,Kardiologi;Njurmedicin;141622198990;SKaS, Njurmedicin KSS Omr MP
SkaS;M3   Hud, Inf, Njur,Kardiologi;Njurmedicin;1416232;Njurmedicin
SkaS;M4   Akuten S, Ambulansen, AVA;Akutmottagning;141624498990;SkaS, Akutmottagning KSS Omr K
SkaS;M5   Vuxenpsykiatri;Slutenvård;141622298511;SKaS, Psykiatri SiF slv MP
SkaS;M5   Vuxenpsykiatri;Slutenvård;1416255;Psykiatri Slutenvård
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622298127;SKaS, Psykiatri Skara ÖV MP
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622298128;SkaS, Psykiatri Vara ÖV MP
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622298131;SKaS, Psykiatri Hjo MP
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622298990;SKaS, Psykiatri Skövde
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622298991;SKaS, Psykiatri Falköping MP
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622298992;SKaS, Psykiatri Lidköping MP
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622298993;SKaS, Psykiatri Mariestad MP
SkaS;M5   Vuxenpsykiatri;Öppenvård;141622308991;SkaS, Vo Psykiatri Skövde Div PB
SkaS;M5   Vuxenpsykiatri;Öppenvård;1416251;Vuxenpsykiatri mottagning Falköping
SkaS;M5   Vuxenpsykiatri;Öppenvård;1416252;Vuxenpsykiatri mottagning Lidköping
SkaS;M5   Vuxenpsykiatri;Öppenvård;1416253;Vuxenpsykiatrimottagning Skövde
SkaS;M5   Vuxenpsykiatri;Öppenvård;1416254;Vuxenpsykiatri mottagning Mariestad
SkaS;M5   Vuxenpsykiatri;Öppenvård;1416256;Psykiatri Hjo
SkaS;M5   Vuxenpsykiatri;Öppenvård;1416257;Psykiatri Skara
SkaS;M5   Vuxenpsykiatri;Öppenvård;1416258;Psykiatri Vara
SkaS;M6   BUP, Ätstörning;BUP;141622308990;SKaS, BUP KSS Omr BK
SkaS;M6   BUP, Ätstörning;BUP;1416261;BUP
SkaS;M6   BUP, Ätstörning;Ätstörning;1416262;St:a Helena ätstörning
SkaS;M6   BUP, Ätstörning;Ätstörning;141641118990;SkaS, St:a Helena Anorexi _ Bulimim
SkaS;Sjukhusgemensamt;Falköping;14162200003;Skas, Stödkodning Falköping
SkaS;Sjukhusgemensamt;Lidköping;14162200002;Skas, Stödkodning Lidköping
SkaS;Sjukhusgemensamt;Skövde;14162200001;Skas, Stödkodning KSS
Stängd;Stängd;Stängd;14121213;test
Stängd;Stängd;Stängd;141512535840;AT/FV läk Borås-Bolleb (Anv ej fr01
Stängd;Stängd;Stängd;141512538400;DSK-mott Ulricehamn (anv ej fr00/01
Stängd;Stängd;Stängd;141512546018;Alternat beh form (Passiv fr00/01
Stängd;Stängd;Stängd;14151443116;Nyhaga
Stängd;Stängd;Stängd;14151443216;Tallbackens demens- o rehabcentrum
Stängd;Stängd;Stängd;14616900;Barn- och ungdomsmedicin Tjörn
Stängd;Stängd;Stängd;14777888999;TestKB
Stödkod;Nödkod;Avslutade akoder utan koppling;1400028473;Specialkod LF
Stödkod;Nödkod;Avslutade akoder utan koppling;14999999;Avslutade koder utan vidarekoppling
Stödkod;Nödkod;HSS gem. Förskrivare utanför V;14389499;HSS gem. Förskrivare utanför VGR
Stödkod;Nödkod;Inom VGR;1488101;Ersättningskod 1
Stödkod;Nödkod;Inom VGR;14881010;Nödkod
Stödkod;Nödkod;Inom VGR;1488102;Ersättningskod 2
Stödkod;Nödkod;Inom VGR;1488103;Ersättningskod 3
Stödkod;Nödkod;Inom VGR;1488105;Nödkod VGR
Stödkod;Nödkod;Inom VGR;1488106;Nödkod VGR
Stödkod;Nödkod;Inom VGR;1488107;Nödkod
Stödkod;Nödkod;Inom VGR;1488109;Nödkod
Stödkod;Nödkod;Inom VGR;148888;Nödkod inom VGR
Stödkod;Nödkod;Utanför VGR;14881011;Migreringskod
Stödkod;Nödkod;Utanför VGR;14881012;Nödkod
Stödkod;Nödkod;Utanför VGR;14881014;Diabetes- och stomihjälpmedel VGR
Stödkod;Nödkod;Utanför VGR;1488108;Nödkod
Stödkod;Nödkod;Utanför VGR;149999;Nödkod utanför VGR
SU;SU Område 1;O1 Barn AnOpIVA;14010720000;SU, Barn, Op, Anestesi, IVA gemensa
SU;SU Område 1;O1 Barn AnOpIVA;14010720202;SU, Barn IVA
SU;SU Område 1;O1 Barn Kirurg Akut;14010114510;Su, Barnkirurgi
SU;SU Område 1;O1 Barn Kirurg Akut;14010150860;SU,Barn Akut
SU;SU Område 1;O1 Barn Kirurg Akut;14010716000;SU, Barn, Kirurgi gemensamt
SU;SU Område 1;O1 Barn Kirurg Akut;14010717000;SU, Barn, Akutmottagning gemensamt
SU;SU Område 1;O1 Barn Kirurg Akut;14010717129;SU, Barn, Akut korttidsvård
SU;SU Område 1;O1 Barn Kirurg Akut;14010717260;SU, Mottagn elektiv barn
SU;SU Område 1;O1 Barn Neuro Psyk Hab;14010714000;SU, Barn, Habilitering, Neuropsyk g
SU;SU Område 1;O1 Barn Neuro Psyk Hab;14010714300;SU, Barn, Regionhabilitering
SU;SU Område 1;O1 Barn Neuro Psyk Hab;14010714460;SU, Barn, BNK
SU;SU Område 1;O1 Barn Neuro Psyk Hab;14010714501;SU, Barn, Neurologi
SU;SU Område 1;O1 Barn Neuro Psyk Hab;14010718000;SU, Barn, Psykiatri gemensamt
SU;SU Område 1;O1 Barnkardiologi;14010713000;SU, Barn, Kardiologi gemensamt
SU;SU Område 1;O1 Barnmedicin;14010123690;SU, Barn Medicin Diabetesmottagning
SU;SU Område 1;O1 Barnmedicin;14010164860;SU, Barn Medicin Mottagning
SU;SU Område 1;O1 Barnmedicin;14010711000;SU, Barn, Medicin gemensamt
SU;SU Område 1;O1 Barnmedicin;14010712000;SU, Barn, Onkologi gemensamt
SU;SU Område 1;O1 GynRepro;14010821101;SU, Gyn, ÖS, sluten vård
SU;SU Område 1;O1 GynRepro;14010821200;SU, Öppen vård Gynekologi akut- Öst
SU;SU Område 1;O1 GynRepro;14010821300;SU, Gynekologi dagkir ÖS
SU;SU Område 1;O1 GynRepro;14010840210;SU, Reproduktionsmedicin
SU;SU Område 1;O1 GynRepro;1401085919;SU, gynekologi SS
SU;SU Område 1;O1 Neonatal;14010715000;SU, Barn, Neonatologi gemensamt
SU;SU Område 1;O1 Obstetrik;14010812201;SU, Spec.obstetrik - öppenvård Östr
SU;SU Område 1;O1 Rtg KlinFys;14010719000;SU, Barn, Röntgen, Fysiologi gemens
SU;SU Område 2;O2 AnOpIVA Ö;14010261410;SU, AnOpIVA Smärtcentrum
SU;SU Område 2;O2 AnOpIVA Ö;14011402001;SU, Anestesi, OP, Iva - ÖS
SU;SU Område 2;O2 Beroende;14010263380;SU, Neuropsyk team
SU;SU Område 2;O2 Beroende;14010265060;SU, Mobilt Fältteam
SU;SU Område 2;O2 Beroende;14010265260;SU, Järntorgsteamet
SU;SU Område 2;O2 Beroende;14010265310;SU, Beroendemottagning Centrum
SU;SU Område 2;O2 Beroende;1401142119;SU, ÖS Bero Kvinnomottagningen
SU;SU Område 2;O2 Beroende;1401142121;SU, ÖS Bero Hisingsmottagningen
SU;SU Område 2;O2 Beroende;1401142207;SU, Vårdavdelning 368
SU;SU Område 2;O2 Beroende;1401142233;SU, Beroende Substitution dagvård
SU;SU Område 2;O2 Beroende;1401142396;SU, Beroende Linnéteamet
SU;SU Område 2;O2 Beroende;1401142412;SU, Beroende Avdelning 369
SU;SU Område 2;O2 Beroende;1401142413;SU, ÖS Bero Kvibergsmottagningen
SU;SU Område 2;O2 Beroende;1401142417;SU, Beroende Narkotikapolikliniken
SU;SU Område 2;O2 Beroende;1401142507;SU,Beroende Järntorgsmottagningen
SU;SU Område 2;O2 Beroende;1401142509;SU, ÖS Ber Substitutionsbehandl
SU;SU Område 2;O2 Beroende;1401142511;SU, Nordhemspolikliniken gem
SU;SU Område 2;O2 Beroende;1401142513;SU, Beroende Nordhem vårdavd
SU;SU Område 2;O2 Beroende;1401142518;SU, Beroende Centrummottagningen
SU;SU Område 2;O2 Beroende;1401142519;SU, Beroende Kvinnoenheten
SU;SU Område 2;O2 Beroende;1401142520;SU, Vårdavdelning 367
SU;SU Område 2;O2 Beroende;1401142521;SU, Brofästet
SU;SU Område 2;O2 Beroende;1401146219;SU, Missbruk Unga vuxna
SU;SU Område 2;O2 Beroende;1401146303;SU,Beroende Mini-Maria Hisingen
SU;SU Område 2;O2 Beroende;1401146304;SU,Beroende Mini-Maria Väster
SU;SU Område 2;O2 Beroende;1401146305;SU,Beroende Mini-Maria Nord-Ost
SU;SU Område 2;O2 Beroende;1401146332;SU, Beroende Regional metadonenhet
SU;SU Område 2;O2 Beroende;1401148694;SU, Beroende, HKÖ
SU;SU Område 2;O2 Beroende;1401148934;SU, Beroende Mini-Maria
SU;SU Område 2;O2 Kirurgi Ö;14011406060;SU, Kirurgi ÖS
SU;SU Område 2;O2 Med Ger Akut Ö;14010213630;SU, ÖS Medicin Diagnostiskt Centrum
SU;SU Område 2;O2 Med Ger Akut Ö;14010220280;SU, Östra Medicin avdelning 356B
SU;SU Område 2;O2 Med Ger Akut Ö;14010224570;SU, Vårdavdelning i beredskap avd 3
SU;SU Område 2;O2 Med Ger Akut Ö;14010224580;SU, Medicin Mottagning Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14010256410;SU, Medicin Gastro Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14010256420;SU, Medicin Diab/Tromb Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14010256430;Su, Medicin Hematologi Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14010256440;SU, Medicin MAVA Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14010256450;SU, Medicin Kardiologi Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14010263230;SU, Östra Medicin avdelning 353A Tr
SU;SU Område 2;O2 Med Ger Akut Ö;14010263540;SU, Medicin Stroke Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14011403001;SU, Medicin Östra
SU;SU Område 2;O2 Med Ger Akut Ö;14011404021;SU, Geriatrik ÖS
SU;SU Område 2;O2 Med Ger Akut Ö;14011405110;SU, Akutintaget ÖS
SU;SU Område 2;O2 Neuropsykiatri;14011309090;SU, Äldrepsykiatri MS
SU;SU Område 2;O2 Psyk Affe;14010219560;SU, Avdelning 365
SU;SU Område 2;O2 Psyk Affe;14010219680;SU, Avdelning 362
SU;SU Område 2;O2 Psyk Affe;14010220880;SU, Psyk Avd 618 anorexi och bulimi
SU;SU Område 2;O2 Psyk Affe;14010224600;SU,Psykiatrisk akutmottagning
SU;SU Område 2;O2 Psyk Affe;14010224760;SU, Psykiatrimottagning Sahlgrenska
SU;SU Område 2;O2 Psyk Affe;14010256890;SU, Psykiatrimottagning Utmattnings
SU;SU Område 2;O2 Psyk Affe;14010263420;SU, Psyk, Neuropsykiatriskt team
SU;SU Område 2;O2 Psyk Affe;14011308090;SU, Psyk, Psykiatri MS avd fd 240 2
SU;SU Område 2;O2 Psyk Affe;14011308302;SU, Psyk, Mottagning Mölndal
SU;SU Område 2;O2 Psyk Affe;14011308304;SU, Psyk, Mottagning Mölndal Öst
SU;SU Område 2;O2 Psyk Affe;14011308306;SU, Psyk, Mottagning Härryda
SU;SU Område 2;O2 Psyk Affe;14011308310;SU, Psyk, Mottagning Partille
SU;SU Område 2;O2 Psyk Affe;14011308311;SU, Psyk, Mottagning Öckerö
SU;SU Område 2;O2 Psyk Affe;14011408010;SU, Psykiatri ÖS
SU;SU Område 2;O2 Psyk Affe;14011408106;SU, Psykiatri läkare ÖS
SU;SU Område 2;O2 Psyk Affe;14011408944;SU, Psyk, Enhet för läkemedelsprövn
SU;SU Område 2;O2 Psyk Affe;1401141586;SU, Psyk, Anorexi- o Bulimimottagni
SU;SU Område 2;O2 Psyk Affe;1401142088;SU, Psyk, Avd 363
SU;SU Område 2;O2 Psyk Affe;1401142098;SU, Psyk, Avd 80
SU;SU Område 2;O2 Psyk Affe;1401142101;SU, Psyk, Avd 361
SU;SU Område 2;O2 Psyk Affe;1401142118;SU, Psyk, Behandlingsenhet Vågmästa
SU;SU Område 2;O2 Psyk Affe;1401142460;SU, Psyk, Akutmottagning
SU;SU Område 2;O2 Psyk Affe;1401145696;SU, Psyk, Verksamhetsgem läkemedel
SU;SU Område 2;O2 Psyk Affe;1401146226;SU, Psyk, Mottagning Gamlestaden
SU;SU Område 2;O2 Psyk Affe;1401146227;SU, Psyk, Mottagning Hisingen
SU;SU Område 2;O2 Psyk Affe;1401146228;SU, Psyk, Affektivt Centrum
SU;SU Område 2;O2 Psyk Affe;1401146279;SU, Psyk, Avd 366
SU;SU Område 2;O2 Psyk Affe;14011908101;SU  Psykiatri/ Sahlgrensk
SU;SU Område 2;O2 Psyk Affe;1401192217;SU, Psyk, Avd 81
SU;SU Område 2;O2 Psyk Affe;1401192219;SU, Psyk, Avd 82
SU;SU Område 2;O2 Psyk Affe;1401192223;SU, Psyk, Mottagning Centrum Öst
SU;SU Område 2;O2 Psyk Affe;1401192225;SU, Psyk, Mottagning Lergöksg Team
SU;SU Område 2;O2 Psyk Affe;1401192229;SU, Psyk Dövmottagning
SU;SU Område 2;O2 Psyk Affe;1401192416;SU, DOK-teamet
SU;SU Område 2;O2 Psyk Affe;1401192469;SU, Psykiatrimottagning Centrum
SU;SU Område 2;O2 Psyk Affe;1401192470;SU, Psykiatrimottagning Västra Fröl
SU;SU Område 2;O2 Psyk Affe;1401196269;SU, Psyk, Columbus
SU;SU Område 2;O2 Psyk Affe;1401196306;SU, Psyk Avd 86
SU;SU Område 2;O2 Psykos;14010219650;SU, Psyk, Avdelning 245
SU;SU Område 2;O2 Psykos;14010219950;SU, Psyk, Psykosmottagning, Mölndal
SU;SU Område 2;O2 Psykos;14010255500;SU, Psykos gemensamt
SU;SU Område 2;O2 Psykos;14010264980;SU, Psykos Psykiatrisk utredn.motta
SU;SU Område 2;O2 Psykos;1401141670;SU, Psyk, Psykosvård NordOst
SU;SU Område 2;O2 Psykos;1401142090;SU, Psyk, Avd 242
SU;SU Område 2;O2 Psykos;1401142096;Psykosvård Öster, SU/Östra
SU;SU Område 2;O2 Psykos;1401142423;SU, Psyk, Avd 241
SU;SU Område 2;O2 Psykos;1401146212;SU, Psyk, Psykosmottagning Hisingen
SU;SU Område 2;O2 Psykos;1401192203;SU, Psyk Avd 607 / APIH
SU;SU Område 2;O2 Psykos;1401192205;SU, Psyk Avd 240
SU;SU Område 2;O2 Psykos;1401192209;SU, Psyk, Psykosteamet Skanstorget
SU;SU Område 2;O2 Psykos;1401192211;SU, Psyk, Nå-Ut-teamet
SU;SU Område 2;O2 Psykos;1401192213;SU, Psyk, PVV
SU;SU Område 2;O2 Rättspsykiatri;14011409110;SU, Rättspsykiatri ÖS
SU;SU Område 2;O2 Stängda;14010256530;SU, Medicin Geriatrik Östra
SU;SU Område 2;O2 Stängda;14010261880;SU, Psyk, Avd 83
SU;SU Område 2;O2 Stängda;14010714461;SU, Barn, BNK vuxenverksamhet
SU;SU Område 2;O2 Stängda;14011408232;SU, Psykmottagn. Gamlestaden ÖS
SU;SU Område 2;O2 Stängda;14011408321;SU, Psykatri avd 941 ÖS
SU;SU Område 2;O2 Stängda;14011408322;SU, Psykiatri avd 942, ÖS
SU;SU Område 2;O2 Stängda;14011408334;SU, Psykmottagn Angered ÖS
SU;SU Område 2;O2 Stängda;14011408335;SU, Psykmottagn. Biskopsgården ÖS
SU;SU Område 2;O2 Stängda;14011408336;SU,  Psykiatri, ö v, Rimmaregatan
SU;SU Område 2;O2 Stängda;14011408337;SU, Behandlingsenhet Vågmästarepl.
SU;SU Område 2;O2 Stängda;14011408340;SU, Anorexi/Bulimimottagn vuxna
SU;SU Område 2;O2 Stängda;1401141683;SU, ÖS Bero Regementsv behandl
SU;SU Område 2;O2 Stängda;1401142515;SU, Missbrukssektionen SS gem
SU;SU Område 2;O2 Stängda;1401145709;SU, Missbrukssektionen ÖS gem
SU;SU Område 2;O2 Stängda;1401145804;SU, Narkomanvård gem
SU;SU Område 2;O2 Stängda;14011908201;SU, Psykiatri SS, Psykossektionen
SU;SU Område 2;O2 Stängda;14011908301;SU, Psykiatri SS, Allmän psykiatri
SU;SU Område 2;O2 Stängda;14011908401;SU, Psykiatri SS, Narkomanvård
SU;SU Område 2;O2 Stängda;1401192227;SU, Psyk, ÖVC Mellanvårdsteam
SU;SU Område 2;O2 Stängda;1401192434;SU, SS Psyk Jour/Akutmottagning
SU;SU Område 2;O2 Stängda;1401196188;SU, Psyk, Avd 83
SU;SU Område 3;O3 AnOpIVA M;14011302090;SU, Anestei, IVA MS
SU;SU Område 3;O3 CARE;14010365850;SU, CARE Avd 233
SU;SU Område 3;O3 Geriatrik M;14011304090;SU, Geriatrik MS
SU;SU Område 3;O3 Geriatrik M;1401142431;SU, ÖS Osteoporosmottagningen
SU;SU Område 3;O3 Handkir;14011909200;SU, SS Handkirurgi avd 26
SU;SU Område 3;O3 Handkir;14011909300;SU, Sahlgrenska Handkirurgi mottagn
SU;SU Område 3;O3 Handkir;14011909303;SU, Sahlgrenska Handkirurgi dagkiru
SU;SU Område 3;O3 Medicin Akut M;14010319290;SU, Akutmottagning, Mölndal
SU;SU Område 3;O3 Medicin Akut M;14011303090;SU, Medicin MS
SU;SU Område 3;O3 Medicin Akut M;1401132326;SU, Medicin MS, njurpatienter
SU;SU Område 3;O3 Ortopedi;14011307090;SU, Ortopedi
SU;SU Område 3;O3 Ögon;14011108300;SU, Ögon sluten vård
SU;SU Område 3;O3 Ögon;14011108400;SU, Ögonmottagning
SU;SU Område 4;O4 Infektion;14011410310;SU, ÖS Infektion
SU;SU Område 4;O4 Klin fysiologi;14010220350;SU, Medicin Klin fys Östra
SU;SU Område 4;O4 Klin fysiologi;14010290101;SU, Klinisk fysiologi SS
SU;SU Område 4;O4 Klin immun o transfusmed;14010935005;SU, Immunologi
SU;SU Område 4;O4 Klin immun o transfusmed;14010936005;SU, Immunologi/Transfusion
SU;SU Område 4;O4 Klin kemi;14010931005;SU, Klinisk kemi
SU;SU Område 4;O4 Klin mikrobiologi;14010933005;SU, SS Bakteriologi, Klinisk Mikrob
SU;SU Område 4;O4 Klin mikrobiologi;14010934005;SU, SS Virologi, Klinisk Mikrobiolo
SU;SU Område 4;O4 Klin patologi och genetik;14010850010;SU, Avd Klinisk genetik
SU;SU Område 4;O4 Klin patologi och genetik;14010932005;SU, SS Patologi och cytologi
SU;SU Område 4;O4 Radiologi;14010911005;SU, Radiologi, SS
SU;SU Område 4;O4 Radiologi;14010912005;SU, Radiologi, ÖS
SU;SU Område 4;O4 Radiologi;14010913005;SU, Radiologi, MS
SU;SU Område 4;O4 Radiologi;14010915005;SU, Mammografi, MS
SU;SU Område 4;O4 Reumatologi;14011207102;SU, Reumatologi
SU;SU Område 5;O5 AnOpIVA S;14011902012;SU, Anestesi, operation, IVA SS
SU;SU Område 5;O5 AnOpIVA S;14011902141;SU, SS Smärtenheten
SU;SU Område 5;O5 Hud och Kön;14011203102;SU, Hud
SU;SU Område 5;O5 Hybrid intervention;14010276000;SU, Kärlkirurgi
SU;SU Område 5;O5 Hybrid intervention;14010280171;SU, Kardiologilab
SU;SU Område 5;O5 Hybrid intervention;14010551170;SU, Rad HYBI Interventionsenhet
SU;SU Område 5;O5 Kirurgi S;14010557760;SU, SS Kirurgi slutenvård
SU;SU Område 5;O5 Kirurgi S;14011906090;SU, SS Kir Kirurgmottagningen
SU;SU Område 5;O5 Kirurgi S;14011906231;SU, SS Kir avd 136, Övre GI
SU;SU Område 5;O5 Kirurgi S;14011906431;SU, SS Kir avd 138, Endokrin
SU;SU Område 5;O5 Kirurgi S;1401191938;SU, SS Kir avd 33, Mammar
SU;SU Område 5;O5 Njurmedicin;14011911001;SU, Njurmedicin SS
SU;SU Område 5;O5 Onkologi;14010518560;SU, Strålbehandlingsavd, Onkologisk
SU;SU Område 5;O5 Onkologi;14010523910;SU, Onkologmott ÖS , Onkologiska kl
SU;SU Område 5;O5 Onkologi;14010524020;SU, avd 3, team 4, Onkologiska klin
SU;SU Område 5;O5 Onkologi;14010524030;SU, avd 69, team 5, Onkologiska kli
SU;SU Område 5;O5 Onkologi;14010524040;SU, avd 70, team Gyn onk, Onkologis
SU;SU Område 5;O5 Onkologi;14010524740;SU, Onkologmottagning
SU;SU Område 5;O5 Onkologi;14010563640;SU, Team Applikation, Onkologiska k
SU;SU Område 5;O5 Onkologi;14010564310;SU, Strålbehandlingsavd SÄS, Onkolo
SU;SU Område 5;O5 Onkologi;14010861101;SU, avd 4, team 2, Onkologiska klin
SU;SU Område 5;O5 Onkologi;14010861221;SU, Team 2 Onkologiska kliniken
SU;SU Område 5;O5 Onkologi;14010861222;SU, Team 4 Onkologiska kliniken
SU;SU Område 5;O5 Onkologi;14010861223;SU, Team 5 Onkologiska kliniken
SU;SU Område 5;O5 Onkologi;14010861228;SU, Team Gyn Onk, Onkologiska klini
SU;SU Område 5;O5 Plastikkir;14011206102;SU, Plastikkirurgen sluten vård
SU;SU Område 5;O5 Plastikkir;14011206400;SU, Plastikkirurgen mottagning
SU;SU Område 5;O5 Transplantation;14010270200;SU, Transplantation gemensamt
SU;SU Område 5;O5 Transplantation;14011910301;SU, Sahlgrenska Transplantationskir
SU;SU Område 5;O5 Urologi;14010831100;SU, Urologi sluten vård
SU;SU Område 5;O5 Urologi;14010831101;SU, Team urologi sluten vård
SU;SU Område 5;O5 Urologi;14010832201;SU, Team urologi öppen vård
SU;SU Område 5;O5 Urologi;14010832202;SU, Urologi och onkologi mottagning
SU;SU Område 5;O5 ÖNH;14011109102;SU, ÖNH
SU;SU Område 6;O6 Ger Lung All;14010622420;SU, Vuxen CF-mottagning
SU;SU Område 6;O6 Ger Lung All;14010622480;SU, Allergologi, SS
SU;SU Område 6;O6 Ger Lung All;14010664720;SU, ASIH Avancerad sjukvård i hemme
SU;SU Område 6;O6 Ger Lung All;14010689650;SU, KOL-mottagning
SU;SU Område 6;O6 Ger Lung All;14010696290;SU, KOL forskningsmottagning
SU;SU Område 6;O6 Ger Lung All;14011904001;SU, Geriatriken SS, läkemedel ö v
SU;SU Område 6;O6 Ger Lung All;14011912001;SU, Lungmedicin, SS
SU;SU Område 6;O6 Ger Lung All;14011912915;SU, Lungfarmakologisk grupp
SU;SU Område 6;O6 Kardiologi;1401026287;SU, Kardiologi avd 133
SU;SU Område 6;O6 Kardiologi;14010280111;SU, Kardiologi avd 92
SU;SU Område 6;O6 Kardiologi;14010280112;SU, Kardiologi avd 93
SU;SU Område 6;O6 Kardiologi;14010280113;SU, Kardiologi avd 94
SU;SU Område 6;O6 Kardiologi;14010280160;SU, Hjärtmottagning SS
SU;SU Område 6;O6 Kardiologi;14010281890;SU, Wallenberglaboratoriet
SU;SU Område 6;O6 Medicin S;14010621640;SU, Medicinskt Färdigbehandlade MED
SU;SU Område 6;O6 Medicin S;14010621770;SU, Medicin Vårdavdelning 132
SU;SU Område 6;O6 Medicin S;14011003240;SU, Specialistmedicin avd 132
SU;SU Område 6;O6 Medicin S;14011903210;SU, MAVA avd 90/91 SS
SU;SU Område 6;O6 Medicin S;14011903221;SU, HEMA sluten vård SS
SU;SU Område 6;O6 Medicin S;14011903222;SU, HEMD öppen vård SS
SU;SU Område 6;O6 Medicin S;14011903226;SU, Koagulationscentrum SS
SU;SU Område 6;O6 Medicin S;14011903230;SU, Specialistvård medicin avd 132
SU;SU Område 6;O6 Medicin S;14011903231;SU, CEM SS
SU;SU Område 6;O6 Medicin S;14011903240;SU, DIAB avd 121 SS
SU;SU Område 6;O6 Medicin S;14011903250;SU, TROMB avd 2, SS
SU;SU Område 6;O6 Medicin S;14011903251;SU, AK-mottagning SS
SU;SU Område 6;O6 Medicin S;14011903252;SU, MESTRO SS
SU;SU Område 6;O6 Medicin S;14011903253;SU, Hemofili, Koagulationsc.  SS
SU;SU Område 6;O6 Medicin S;14011903260;SU, Yrkes o miljömedicin
SU;SU Område 6;O6 Medicin S;14011903270;SU, AKN lab SS
SU;SU Område 6;O6 Medicin S;14011903290;SU, SS Obesitasmottagningen, Medici
SU;SU Område 6;O6 Medicin S;14011903302;SU, Medicinmottagning SS
SU;SU Område 6;O6 Medicin S;14011903303;SU, Läkemedel, Gastro SS
SU;SU Område 6;O6 Medicin S;14011903304;SU, Läkemedel, Diab SS
SU;SU Område 6;O6 Medicin S;14011903306;SU, Läkemedel, Ämnes SS
SU;SU Område 6;O6 Medicin S;14011903320;SU, Akutintag medicin SS
SU;SU Område 6;O6 Medicin S;14011903403;SU, GAVA avd 21
SU;SU Område 6;O6 Medicin S;14011903410;SU, Extra avdelning SS
SU;SU Område 6;O6 Medicin S;14011905110;SU, Akutintag SS
SU;SU Område 6;O6 Medicin S;14011914100;SU, GEA-mottagning
SU;SU Område 6;O6 Neurosjukv;14011104411;SU, SS Neurosjukvården
SU;SU Område 6;O6 Neurosjukv;14011106008;SU, Rehabmedicin HS
SU;SU Område 6;O6 Neurosjukv;14012263690;SU, Strokeenhet avd 134 o 135 SS
SU;SU Område 6;O6 Thorax;14010267010;SU, Thoraxoperation/TIVA
SU;SU Område 6;O6 Thorax;14010270400;SU, Thorax avd 12/25
SU;SU Stängda;Stängda;14010204301;SU, Eftervård
SU;SU Stängda;Stängda;14010204401;SU,  Hjärtrehabilitering
SU;SU Stängda;Stängda;1401025568;SU, Ambulanssjukvård
SU;SU Stängda;Stängda;14010270300;SU, Thorax avd 10
SU;SU Stängda;Stängda;14010280200;SU, HLTPL avd 21 SS
SU;SU Stängda;Stängda;14010504102;SU, Ortopedi SS
SU;SU Stängda;Stängda;14010504103;SU, Ortopedi ÖS
SU;SU Stängda;Stängda;14010861105;SU, Team urologi, (avd 55)
SU;SU Stängda;Stängda;140108611228;SU, Div H gynekologisk onkologi ö v
SU;SU Stängda;Stängda;14010861331;SU, Team 2 (avd. 52) strålbehandlin
SU;SU Stängda;Stängda;14010861338;SU, Team gyn onkologi strålbeh
SU;SU Stängda;Stängda;14010862338;SU, avd 56, team Appli, Onkologiska
